ID	page	entry	dutch	english	indonesian	form	variant_ID	form_common_transcription	form_common_segments	form_ipa_segments	crossref_form	crossref_common_transcription	crossref_common_segments	crossref_ID	crossref_ipa_segments	comment
773	495	K	bitter van smaak	bitter in taste	rasanya pahit	kaädahoaie	295	ka'adahoai	k a ' a d a h o a i	k a ʔ a d a h o a i						
774	495	K	opgelost , verteerd	dissolved , digested	dilarutkan, dicerna	kaädodie		ka'adodi	k a ' a d o d i	k a ʔ a d o d i						
775	495	K	nog meer , nog steeds	even more , still	bahkan lebih, masih	kaädo(j)a	288	ka'ado(y)a	k a ' a d o ( y ) a	k a ʔ a d o ( j ) a						
776	495	K	oude vrouw	old woman	wanita tua	kaähoeöie		ka'ahu'oi	k a ' a h u ' o i	k a ʔ a h u ʔ o i						
777	495	K	een der typen van eene Engganeesche lans	one of the types of an Engganese lance	salah satu jenis tombak Engganese	kaäjoq		ka'ayo'	k a ' a y o '	k a ʔ a j o ʔ						
778	495	K	bevrucht , zwanger , drachtig	fertilised , pregnant , gestating	dibuahi, hamil, hamil	ka(ä)kèo		ka('a)kEo	k a ( ' a ) k E o	k a ( ʔ a ) k ɛ o						
779	495	K	gierig , vasthoudend , karig , vrekkig	stingy , tenacious , frugal , stingy	pelit, ulet, hemat, pelit	kaäkèho		ka'akEho	k a ' a k E h o	k a ʔ a k ɛ h o						
780	496	K	droog , uitgedroogd	dry , dehydrated	kering, dehidrasi	kaäkie		ka'aki	k a ' a k i	k a ʔ a k i						
781	496	K	meer , over , te veel , overschot	more , left over , too much , surplus	lebih banyak , sisa , terlalu banyak , surplus	kaäkieè		ka'akiE	k a ' a k i E	k a ʔ a k i ɛ						
782	496	K	het gevoel in de tanden , wanneer ze met iets zuurs in aanraking komen	the feeling in the teeth when they come into contact with something acidic	perasaan di gigi ketika mereka bersentuhan dengan sesuatu yang asam	kaäkiekie(j)ĕ		ka'akiki(y)ė	k a ' a k i k i ( y ) ė	k a ʔ a k i k i ( j ) ə						
783	496	K	blauw , donkerblauw	blue , dark blue	biru, biru tua	kaäkienafah		ka'akinafah	k a ' a k i n a f a h	k a ʔ a k i n a f a h						
784	496	K	gew. verbonden met : «èbaka» ; blind.	usually connected with : “èbaka” ; blind	biasanya dihubungkan dengan : ""èbaka"" ; buta	kaäkienè	290	ka'akinE	k a ' a k i n E	k a ʔ a k i n ɛ	èbaka	Ebaka	E b a k a	214	ɛ b a k a	
784	496	K	gew. verbonden met : «èbaka» ; blind.	usually connected with : “èbaka” ; blind	biasanya dihubungkan dengan : ""èbaka"" ; buta	kaäkienè	290	ka'akinE	k a ' a k i n E	k a ʔ a k i n ɛ	èbaka	Ebaka	E b a k a	215	ɛ b a k a	
784	496	K	gew. verbonden met : «èbaka» ; blind.	usually connected with : “èbaka” ; blind	biasanya dihubungkan dengan : ""èbaka"" ; buta	kaäkienè	290	ka'akinE	k a ' a k i n E	k a ʔ a k i n ɛ	èbaka	Ebaka	E b a k a	234	ɛ b a k a	
785	496	K	groen	green	hijau	kaäkieniepa	291	ka'akinipa	k a ' a k i n i p a	k a ʔ a k i n i p a						
786	496	K	kracht , krachtig , sterk	force , powerful , strong	kekuatan, kuat, kuat	kaäkoeka(h)		ka'akuka(h)	k a ' a k u k a ( h )	k a ʔ a k u k a ( h )						
787	496	K	zwart , donkerkleurig	black , dark-coloured	hitam, berwarna gelap	kaäkoho		ka'akoho	k a ' a k o h o	k a ʔ a k o h o						
788	496	K	snijden van rottan	cutting of rottan	pemotongan rotan	kaämie		ka'ami	k a ' a m i	k a ʔ a m i						
789	496	K	uitgebluscht van vuur of licht	extinguished , of fire or light	padam, dari api atau cahaya	kaäoe		ka'au	k a ' a u	k a ʔ a u						
790	496	K	lucht , reuk , geur (onaangenaam)	air , smell , odour (unpleasant)	udara, bau, bau (tidak sedap)	kaäpaoe		ka'apau	k a ' a p a u	k a ʔ a p a u						
791	496	K	zoet van water	fresh water	air tawar	kaäpèaäaq	293	ka'apEa'aa'	k a ' a p E a ' a a '	k a ʔ a p ɛ a ʔ a a ʔ						
792	496	K	breed , ruim , uitgestrekt	wide , spacious , expansive	lebar, luas, luas	kaäpoho	289	ka'apoho	k a ' a p o h o	k a ʔ a p o h o						
793	496	K	ebbe , vallen van het water	ebb , falling of the water	surut, jatuhnya air	kababahaq		kababaha'	k a b a b a h a '	k a b a b a h a ʔ						
794	496	K	de papaja	the papaya	pepaya	kabáèlo		kabaElo	k a b a E l o	k a b a ɛ l o						
795	496	K	op weg ergens aangaan of bij iemand vertoeven	heading somewhere or staying with someone	pergi ke suatu tempat atau tinggal bersama seseorang	kabahoa	296	kabahoa	k a b a h o a	k a b a h o a						
796	496	K	snugger , schrander , verstandig , slim	savvy , astute , sensible , clever	cerdas, cerdik, masuk akal, pintar	kabahöjaäq		kabahu̇ya'a'	k a b a h u̇ y a ' a '	k a b a h ɨ j a ʔ a ʔ						
797	496	K	geankerd zijn	be anchored	berlabuh	kabakoä		kabako'a	k a b a k o ' a	k a b a k o ʔ a						
798	496	K	onrecht , onrechtmatige behandeling , kwaad doen , kwaad berokkenen van geesten	injustice , wrongful treatment , doing evil , harming spirits	ketidakadilan, perlakuan yang salah, melakukan kejahatan, roh-roh jahat	kabatjoä		kabaco'a	k a b a c o ' a	k a b a t͡ʃ o ʔ a						
799	496	K	het uitkomen van een ei	the hatching of an egg	penetasan telur	kabĕa		kabėa	k a b ė a	k a b ə a						
800	496	K	stelen , heimelijk wegnemen	steal , surreptitiously take away	mencuri, diam-diam mengambil	kabèhoq		kabEho'	k a b E h o '	k a b ɛ h o ʔ						
801	496	K	vredeteeken	peace sign	tanda perdamaian	kabiekaka		kabikaka	k a b i k a k a	k a b i k a k a						
802	496	K	gevlekt	spotted	terlihat	kabiekèbie		kabikEbi	k a b i k E b i	k a b i k ɛ b i						
803	496	K	rond , ovaal	round , oval	bulat, oval	kaboe(w)aboe(w)a	297	kabu(w)abu(w)a	k a b u ( w ) a b u ( w ) a	k a b u ( w ) a b u ( w ) a						
804	496	K	weduwe	widow	janda	kaboekoe		kabuku	k a b u k u	k a b u k u						
805	496	K	stinkend , verrot , bedorven	smelly , rotten , spoiled	bau, busuk, manja	kadèadèa	317	kadEadEa	k a d E a d E a	k a d ɛ a d ɛ a						
806	496	K	gemakkelijk	easy , easily	mudah, mudah	kadèda		kadEda	k a d E d a	k a d ɛ d a						
807	496	K	vol , verzadigd	full , saturated	penuh, jenuh	kadèdè		kadEdE	k a d E d E	k a d ɛ d ɛ						
808	496	K	zuiveren van gras en onkruid	cleaning of grass and weeds	membersihkan rumput dan gulma	kadiehie	328	kadihi	k a d i h i	k a d i ç i						
809	496	K	plat geslagen bamboe voor omwanding en vloer	flattened bamboo for wall and floor	bambu yang diratakan untuk dinding dan lantai	kadiekopo	298	kadikopo	k a d i k o p o	k a d i k o p o						
810	496	K	afval , vuil	waste , dirt	limbah, kotoran	kadoboedoboe		kadobudobu	k a d o b u d o b u	k a d o b u d o b u						
811	496	K	hitte , heet door vuur van water	heat , hot by fire from water	panas, panas oleh api dari air	kadodohodie		kadodohodi	k a d o d o h o d i	k a d o d o h o d i						
812	496	K	het moet nu uit zijn	it should be out now	itu harus keluar sekarang	kadoèhoeda		kaduhuda	k a d u h u d a	k a d u h u d a						
813	496	K	beplanten van een veld , planten , begraven , in de aarde leggen	planting a field , planting , burying , putting in the earth	menanam ladang, menanam, mengubur, memasukkan ke dalam tanah	kadoqö		kado'u̇	k a d o ' u̇	k a d o ʔ ɨ						
814	497	K	vervolgens , onmiddelijk , daarop	then , immediately , thereupon	kemudian, segera, setelah itu	kaènaha		kaEnaha	k a E n a h a	k a ɛ n a h a						
815	497	K	staan	to stand	untuk berdiri	kaènoe		kaEnu	k a E n u	k a ɛ n u						
816	497	K	kruipen van eene slang	crawling of a snake	merangkak dari ular	kaèöèo		kaEu̇Eo	k a E u̇ E o	k a ɛ ɨ ɛ o						
817	497	K	kom , komaan ; (uitroep tot aansporing , opwekking)	come , come on ; (exclamation of exhortation , exhortation)	ayo, ayo; (seruan nasihat, nasihat)	kah		kah	k a h	k a h						
818	497	K	loopen , gaan , op weg zijn , op weg gaan	walk , go , be on your way , be on your way	berjalan, pergi, dalam perjalanan, dalam perjalanan	kaha		kaha	k a h a	k a h a						
819	497	K	mededoen	join	bergabung	kahabaja		kahabaya	k a h a b a y a	k a h a b a j a						
820	497	K	eenig , alleen	single , only	tunggal, hanya	kahabaoeba		kahabauba	k a h a b a u b a	k a h a b a u b a						
821	497	K	werk , dat men heeft uit te voeren , arbeid ; werken , arbeiden	work , which one has to perform , labour ; working , labouring	pekerjaan, yang harus dilakukan seseorang, tenaga kerja; bekerja, bekerja keras	kahabarieq		kahabari'	k a h a b a r i '	k a h a b a r i ʔ						
822	497	K	vlaktemaat (bidang) ; hulptelwoord bij het opnoemen van bouwlanden	plains measure (bidang) ; auxiliary numeral when enumerating arable land	ukuran dataran (bidang); angka bantu ketika menghitung tanah garapan	kahabieta		kahabita	k a h a b i t a	k a h a b i t a						
823	497	K	ondeugend , kwaaddoende , stout	naughty , malicious , naughty	nakal, jahat, nakal	kahaè		kahaE	k a h a E	k a h a ɛ						
824	497	K	overwal	bank/embankment on the other side of the water	tepi/tanggul di sisi lain dari air	kahapa	305	kahapa	k a h a p a	k a h a p a						
825	497	K	bevreesd , bang , bang maken , vrees , vreezen	frightened , afraid , frighten , fear , dread	takut , takut , menakut-nakuti , takut , takut	kahaho	314	kahaho	k a h a h o	k a h a h o						
826	497	K	iemand uitnoodigen bijv. om met hem mede te gaan	inviting someone e.g. to go with him	mengundang seseorang, misalnya untuk pergi bersamanya	kahaie		kahai	k a h a i	k a h a i						
827	497	K	gissen , meenen , denken , vermoeden	to guess , to think , to suspect	menebak, berpikir, mencurigai	kahaiekoenaq		kahaikuna'	k a h a i k u n a '	k a h a i k u n a ʔ						
828	497	K	nog , nog steeds , juist , zelfs , overig	still , still , right , even , other	masih, masih, benar, bahkan, lainnya	kahaienoeapè	308	kahainuapE	k a h a i n u a p E	k a h a i n u a p ɛ						
829	497	K	wenschen , willen , verlangen	wish , want , desire	keinginan , keinginan , keinginan	kahaja		kahaya	k a h a y a	k a h a j a						
830	497	K	snel van den stroom	fast current/flow	arus/aliran cepat	kahakakie		kahakaki	k a h a k a k i	k a h a k a k i						
831	497	K	verdeelen , deelen	divide , share	membagi, berbagi	kahakouda	309	kahakouda	k a h a k o u d a	k a h a k o u d a						
832	497	K				kahao		kahao	k a h a o	k a h a o						
833	497	K	oom	uncle	paman	kahao:_èmanie	310	kahao:_Emani	k a h a o : _ E m a n i	k a h a o : _ ɛ m a n i						
834	497	K	tante	aunt	bibi	èhöda		Ehu̇da	E h u̇ d a	ɛ h ɨ d a						
835	497	K	bot , stomp	dull , blunt	kusam, tumpul	kahaoeq		kahau'	k a h a u '	k a h a u ʔ						
836	497	K	gebroken , doorgebroken , afgebroken	broken , broken through , broken off	rusak, pecah, putus	kahaoka	311	kahaoka	k a h a o k a	k a h a o k a						
837	497	K	over iets nadenken , overdenken , bedenken	thinking about something , pondering , imagining	memikirkan sesuatu , merenungkan , membayangkan	kahapaq	306	kahapa'	k a h a p a '	k a h a p a ʔ						
838	497	K	begeeren , verlangen , belust zijn op iets , willen ook van zaken ; genoegen , vreugde , verheugd , tevreden zijn met iets , op iemand gesteld zijn ; liefhebben , liefde	covet , desire , be anxious for something , want things too ; pleasure , joy , delighted , be satisfied with something , be fond of someone ; love , love	mengingini, menginginkan, ingin sekali akan sesuatu, menginginkan sesuatu juga; kesenangan, kegembiraan, gembira, senang, puas dengan sesuatu, menyukai seseorang; cinta, kasih	kahapie	307	kahapi	k a h a p i	k a h a p i						
839	497	K	paar , koppel	pair , couple	pasangan, pasangan	kahapoeoeie(j)a		kahapu'ui(y)a	k a h a p u ' u i ( y ) a	k a h a p u ʔ u i ( j ) a						
840	497	K	opborrelen van het water uit een wel	bubbling up water from a well	air yang menggelegak dari sebuah sumur	kahapoeqoeie		kahapu'ui	k a h a p u ' u i	k a h a p u ʔ u i						
841	497	K	één vaam	one fathom	satu depa	kaharao		kaharao	k a h a r a o	k a h a r a o						
842	497	K	onrein , onreinheid	unclean , impurity	najis, kenajisan	kahèdohèdo	121	kahEdohEdo	k a h E d o h E d o	k a h ɛ d o h ɛ d o						
843	497	K	plagen , sarren , tergen	tease , nag , taunt	menggoda, mengomel, mengejek	kahèè		kahEE	k a h E E	k a h ɛ ɛ						
844	497	K	krom , gebogen , bocht in eene rivier	crooked , curved , bend in a river	bengkok, melengkung, tikungan di sungai	kahè(j)oq		kahE(y)o'	k a h E ( y ) o '	k a h ɛ ( j ) o ʔ						
845	497	K	fijn , dun	fine , thin	baik, tipis	kahiekanie		kahikani	k a h i k a n i	k a h i k a n i						
846	497	K	witte mier	white ant	semut putih	kahienoaq		kahinoa'	k a h i n o a '	k a h i n o a ʔ						
847	497	K	steken , zeer doen	sting , hurt	menyengat, sakit hati	kahiepa	312	kahipa	k a h i p a	k a h i p a						
848	497	K	bovenloop eener rivier , eene rivier opvaren	upper reaches of a river , sailing up a river	hulu sungai, berlayar di sungai	kahoeie(j)oeroe(w)a		kahui(y)uru(w)a	k a h u i ( y ) u r u ( w ) a	k a h u i ( j ) u r u ( w ) a						
849	497	K	opgezet van den buik , opgezwollen van de wangen	swollen belly , swollen cheeks	perut bengkak, pipi bengkak	kahoepohoepoö	313	kahupohupo'o	k a h u p o h u p o ' o	k a h u p o h u p o ʔ o						
850	498	K	stoel , spruit , stengel van planten	chair , shoot , stem of plants	kursi, pucuk, batang tanaman	kahopo		kahopo	k a h o p o	k a h o p o						
851	498	K	ophouden , vertoeven , uitscheiden	cease , abide , excrete	berhenti, mematuhi, mengeluarkan	kahö(w)a		kahu̇(w)a	k a h u̇ ( w ) a	k a h ɨ ( w ) a						
852	498	K	met de armen aanvatten , vastgrijpen , pakken	seize , grasp , grab with the arms	raih, pegang, pegang dengan lengan	kaie		kai	k a i	k a i						
853	498	K	omlaag , naar beneden gaan	down , go down	turun, turun	kaie(j)aè		kai(y)aE	k a i ( y ) a E	k a i ( j ) a ɛ						
854	498	K	stil zijn , zich stil houden , zwijgen , stil staan	be quiet , keep quiet , keep silent , stand still	diam, diam, diam, diam, diam	kaie(j)anono	316	kai(y)anono	k a i ( y ) a n o n o	k a i ( j ) a n o n o						
855	498	K	in de lengte uitgestrekt	stretched lengthwise	membentang memanjang	kaie(j)ojo(q)		kai(y)oyo(')	k a i ( y ) o y o ( ' )	k a i ( j ) o j o ( ʔ )						
856	498	K	rood	red	merah	kaiekoko		kaikoko	k a i k o k o	k a i k o k o						
857	498	K	smaak van iets , gevoel , geur	taste of something , feel , smell	rasa sesuatu, merasakan, mencium	kaienono(q)		kainono(')	k a i n o n o ( ' )	k a i n o n o ( ʔ )						
858	498	K	ruim , wijd , open	spacious , wide , open	luas, lebar, terbuka	kajajaä		kayaya'a	k a y a y a ' a	k a j a j a ʔ a						
859	498	K	recht , zonder bochten , oprecht	straight , without curves , sincere	lurus, tanpa kurva, tulus	kajo		kayo	k a y o	k a j o						
860	498	K	op elkander volgen , gehoorzamen , volgen , meedoen	following one another , obeying , following , participating	mengikuti satu sama lain, mematuhi, mengikuti, berpartisipasi	kajoöie		kayo'oi	k a y o ' o i	k a j o ʔ o i						
861	498	K	uitgespannen zooals een touw	stretched like a rope	membentang seperti tali	kakanaka	455	kakanaka	k a k a n a k a	k a k a n a k a						
862	498	K	glans , luister	shine , listen	bersinar, dengarkan	kakanakoe(w)a		kakanaku(w)a	k a k a n a k u ( w ) a	k a k a n a k u ( w ) a						
863	498	K	een half , de helft	half , half	setengah , setengah	kakanèha		kakanEha	k a k a n E h a	k a k a n ɛ h a						
864	498	K	drijven , voor zich uit drijven , wegjagen , nazetten , vervolgen , op iets afgaan , iemand of iets achternazetten , najagen	drive , drive ahead , chase away , pursue , pursue , go after something , chase someone or something , pursue	mengemudi , mengemudi di depan , mengusir , mengejar , mengejar , mengejar sesuatu , mengejar seseorang atau sesuatu , mengejar	kakaraie		kakarai	k a k a r a i	k a k a r a i						
865	498	K	woning , die de gedaante had van een op circa 10 hooge palen geplaatsten , bijenkorf (zulke woningen worden niet meer gebouwd)	house , which had the shape of a beehive placed on about 10 high poles (such houses are no longer built)	rumah, yang berbentuk sarang lebah yang diletakkan di atas sekitar 10 tiang tinggi (rumah seperti itu tidak lagi dibangun)	kakarie(j)o		kakari(y)o	k a k a r i ( y ) o	k a k a r i ( j ) o						
866	498	K	strak , stijf aangehaald	tightly , rigidly tightened	erat, dikencangkan dengan kaku	kakèkaka		kakEkaka	k a k E k a k a	k a k ɛ k a k a						
867	498	K	stoel , spruit , stengel van planten	chair , shoot , stem of plants	kursi, pucuk, batang tanaman	kakèlèha		kakElEha	k a k E l E h a	k a k ɛ l ɛ h a						
868	498	K	geel	yellow	kuning	kakiedahaie(j)o		kakidahai(y)o	k a k i d a h a i ( y ) o	k a k i d a h a i ( j ) o						
869	498	K	sterk verlangen naar iemand of iets	strong desire for someone or something	keinginan yang kuat untuk seseorang atau sesuatu	kakiedjoa		kakijoa	k a k i j o a	k a k i d͡ʒ o a						
870	498	K	voorbij , gepasseerd , voorbijgaan , passeeren	passed , passed , pass , pass by	melewati, melewati, melewati, melewati	kakiedohè		kakidohE	k a k i d o h E	k a k i d o h ɛ						
871	498	K	recht toe , recht aan	straightforward	langsung	kakiekiedohè		kakikidohE	k a k i k i d o h E	k a k i k i d o h ɛ						
872	498	K	verborgen , verscholen	hidden , tucked away	tersembunyi, terselip	kakiekie(j)oe		kakiki(y)u	k a k i k i ( y ) u	k a k i k i ( j ) u						
873	498	K	spat , spikkel , vlekje	splash , speck , spot	percikan, bintik, titik	kakiepakiepa		kakipakipa	k a k i p a k i p a	k a k i p a k i p a						
874	498	K	dalen van hemellichamen	descending of celestial bodies	turunnya benda-benda langit	kakoehè		kakuhE	k a k u h E	k a k u h ɛ						
875	498	K	curcuma (het mal. koenjit ? ) ; geel	curcuma (the Malay turmeric ? ) ; yellow	temulawak (kunyit Melayu?); kuning	kakoenjè		kakuñE	k a k u ñ E	k a k u ɲ ɛ						
876	498	K	laag , nederig	low , humble	rendah hati, rendah hati	kakoeöqö		kaku'o'u̇	k a k u ' o ' u̇	k a k u ʔ o ʔ ɨ						
877	498	K	geknakt , afgebroken , breken , afbreken , in stukken breken	snapped , broken off , breaking , breaking into pieces	patah, patah, patah, patah, patah berkeping-keping	kaköoe		kaku̇u	k a k u̇ u	k a k ɨ u						
878	498	K	iets aan de geesten afsmeeken	implore something from the spirits	memohon sesuatu dari roh-roh	kakoro(w)a		kakoro(w)a	k a k o r o ( w ) a	k a k o r o ( w ) a						
879	498	K	feest	party	pesta	kalèaq		kalEa'	k a l E a '	k a l ɛ a ʔ						
880	498	K	het groote feest	the great feast	pesta besar	kalèaq(oe)baba		kalEa'(u)baba	k a l E a ' ( u ) b a b a	k a l ɛ a ʔ ( u ) b a b a						
881	498	K	overkomen van ongelukken	have accidents happen	mengalami kecelakaan terjadi	kamanaä		kamana'a	k a m a n a ' a	k a m a n a ʔ a						
882	498	K	niet willen , niet verlangen	not wanting , not desiring	tidak menginginkan , tidak menginginkan	kamoepie	319	kamupi	k a m u p i	k a m u p i						
883	498	K	iets wat pas uitstoelt , wat pas opkomt van aanplantingen	something that recently came out , that recently emerged from plantings	sesuatu yang baru saja keluar, yang baru saja muncul dari penanaman	kamoenieno		kamunino	k a m u n i n o	k a m u n i n o						
884	498	K	het mal. : «maka»	the Malay : “maka”	bahasa Melayu: ""maka""	kamoho		kamoho	k a m o h o	k a m o h o						
885	498	K	zoet , lief , innemend	sweet , sweet , engaging	manis, manis, menarik	kamonie		kamoni	k a m o n i	k a m o n i						
886	499	K	een van de typen van eene Engganeesche lans	one of the types of an Engganese lance	salah satu jenis tombak Engganese	kanakienie		kanakini	k a n a k i n i	k a n a k i n i						
887	499	K	oud mannetje ; oud vrouwtje	old male ; old female	laki-laki tua; perempuan tua	kanapoe		kanapu	k a n a p u	k a n a p u						
888	499	K	druipen , lekken , een druppel , een lek	drip , leak , a drip , a leak	menetes, bocor, menetes, bocor	kanapoeäq		kanapu'a'	k a n a p u ' a '	k a n a p u ʔ a ʔ						
889	499	K	schimmel , beschimmeld	mould , mildewed	jamur, berjamur	kanapoenoe		kanapunu	k a n a p u n u	k a n a p u n u						
890	499	K	er door kunnen , ruim genoeg om iets door te laten , te laten doorgaan	be able to get through , spacious enough to let something through , pass	dapat dilalui, cukup luas untuk membiarkan sesuatu lewat, lewat	kanèko	412	kanEko	k a n E k o	k a n ɛ k o						
891	499	K	dun , fijn , teer	thin , fine , delicate	tipis, halus, halus	kanènè		kanEnE	k a n E n E	k a n ɛ n ɛ						
892	499	K	glad , glibberig	smooth , slippery	halus, licin	kanènonèno		kanEnonEno	k a n E n o n E n o	k a n ɛ n o n ɛ n o						
893	499	K	opgelost , verteerd	dissolved , digested	dilarutkan, dicerna	kanèonèo		kanEonEo	k a n E o n E o	k a n ɛ o n ɛ o						
894	499	K	kort , niet lang	short , not long	pendek, tidak panjang	kanèpoe	320	kanEpu	k a n E p u	k a n ɛ p u						
895	499	K	beschaamd , verlegen	embarrassed , shy	malu, pemalu	kanè(q)a		kanE(')a	k a n E ( ' ) a	k a n ɛ ( ʔ ) a						
896	499	K	vlug in bewegingen	swift in movements	cepat dalam gerakan	kaniehie	321	kanihi	k a n i h i	k a n i ç i						
897	499	K	licht , helder , duidelijk , doorschijnend	light , clear , translucent	ringan, jernih, tembus cahaya	kaniekie		kaniki	k a n i k i	k a n i k i						
898	499	K	lek , lekken inz. van eene woning	leak , leakage of a property	kebocoran, kebocoran properti	kaniekoä(a)q		kaniko'a(a)'	k a n i k o ' a ( a ) '	k a n i k o ʔ a ( a ) ʔ						
899	499	K	hevig kloppen van het hart	heavy beating of the heart	detak jantung yang berat	kanie(nie)kie		kani(ni)ki	k a n i ( n i ) k i	k a n i ( n i ) k i						
900	499	K	niet fijn genoeg , niet dun genoeg	not fine enough , not thin enough	tidak cukup baik, tidak cukup tipis	kanieniepo(w)a		kaninipo(w)a	k a n i n i p o ( w ) a	k a n i n i p o ( w ) a						
901	499	K	ongeluk , onheil	accident , calamity	kecelakaan, bencana	kanoeaie		kanuai	k a n u a i	k a n u a i						
902	499	K	dik , niet vloeibaar	thick , not liquid	tebal, bukan cair	kanoeanoea		kanuanua	k a n u a n u a	k a n u a n u a						
903	499	K	schaduw , schaduwbeeld	shadow , shadow image	bayangan, gambar bayangan	kanoeqkoe(w)aie		kanu'ku(w)ai	k a n u ' k u ( w ) a i	k a n u ʔ k u ( w ) a i						
904	499	K	iets (bijv. regenwater) opvangen door er wat onder te houden	collect something (e.g. rainwater) by holding something under it	mengumpulkan sesuatu (misalnya air hujan) dengan memegang sesuatu di bawahnya	kanoöho(w)aq		kano'oho(w)a'	k a n o ' o h o ( w ) a '	k a n o ʔ o h o ( w ) a ʔ						
905	499	K	opgesloten , ingesloten	trapped , enclosed	terjebak, tertutup	kao(e)		kao(e)	k a o ( e )	k a o ( e )						
906	499	K	dat , waar men op drijft	that , on which one floats / that , which one aims at	itu , yang mana yang mengapung / itu , yang mana yang dituju	kaoeäq		kau'a'	k a u ' a '	k a u ʔ a ʔ						
907	499	K	doesoen	hamlet	dusun	kaoedada	324	kaudada	k a u d a d a	k a u d a d a						
908	499	K	wit , blank , zuiver	white , clear , pure	putih, jernih, murni	kaoedahjo	326	kaudahyo	k a u d a h y o	k a u d a h j o						
909	499	K	naakt	nude	telanjang	kaoedaoe(w)arah		kaudau(w)arah	k a u d a u ( w ) a r a h	k a u d a u ( w ) a r a h						
910	499	K	het ophouden , omhooghouden om iets op te vangen	holding up , holding up to catch something	mengangkat , mengangkat untuk menangkap sesuatu	kaoedèqää		kaudE'a'a	k a u d E ' a ' a	k a u d ɛ ʔ a ʔ a						
911	499	K	plein van eene doesoen	square of a doesoen	kuadrat dari sebuah doesoen	kaoenie(j)a		kauni(y)a	k a u n i ( y ) a	k a u n i ( j ) a						
912	499	K	nog niet , nog nooit	not yet , never yet	belum, belum pernah	kaoepè(q)	325	kaupE(')	k a u p E ( ' )	k a u p ɛ ( ʔ )						
913	499	K	mooi , fraai , goed ; aangenaam voor de zintuigen inz. lekker om te eten V.g.l. : èkaoe(w)a	beautiful , handsome , good ; pleasing to the senses e.g. , nice to eat ; cf. : “èkaoe(w)a”	cantik, tampan, bagus; menyenangkan hati, misalnya: enak dimakan; lih: ""èkaoe(w)a""	kaoe(w)a	323	kau(w)a	k a u ( w ) a	k a u ( w ) a	èkaoe(w)a	Ekau(w)a	E k a u ( w ) a	399	ɛ k a u ( w ) a	
914	499	K	zout , brak	saline , brackish	garam, payau	kaoe(w)èoe(w)è		kau(w)Eu(w)E	k a u ( w ) E u ( w ) E	k a u ( w ) ɛ u ( w ) ɛ						
915	499	K	zwart	black	hitam	kaoe(w)ie		kau(w)i	k a u ( w ) i	k a u ( w ) i						
916	499	K	ebbe , vallen van het water	ebb , falling of the water	surut, jatuhnya air	kaokie		kaoki	k a o k i	k a o k i						
917	499	K	raak zijn , geraakt	hit , hit	memukul, memukul	kaoöbo	292	kao'obo	k a o ' o b o	k a o ʔ o b o						
918	499	K	onbeschoft , ruw , ongemanierd	rude , rough , ill-mannered	kasar, kasar, tidak sopan	kaoöèiedjie	327	kao'oEiji	k a o ' o E i j i	k a o ʔ o ɛ i d͡ʒ i						
919	499	K	hard , stijf , taai , onbuigzaam	hard , rigid , tough , inflexible	keras, kaku, tangguh, tidak fleksibel	kaoöo		kao'oo	k a o ' o o	k a o ʔ o o						
920	499	K	geschild , gepeld , gevild	peeled , skinned	dikupas, dikuliti	kapaie		kapai	k a p a i	k a p a i						DI. 71. 33
921	500	K	(mal.) , groot schip , vaartuig	(Malay) , large ship , vessel	(Melayu), kapal besar, kapal	kapal	300	kapal	k a p a l	k a p a l						malay
922	500	K	(mal.) ; stoomschip	(Malay) , steamship	(Melayu), kapal uap	kapal_api	301	kapal_api	k a p a l _ a p i	k a p a l _ a p i						malay
923	500	K	de overzijde van eene rivier , oversteken	the other side of a river , crossing	sisi lain dari sungai, menyeberang	kapaoe		kapau	k a p a u	k a p a u						
924	500	K	zeldzaam , schaarsch , wijd van elkander	rare , scarce , widely separated	langka, langka, terpisah secara luas	kapĕrapĕraba	302	kapėrapėraba	k a p ė r a p ė r a b a	k a p ə r a p ə r a b a						
925	500	K	misleiding , dwaling , verkeerd zijn , mis , verdwaald , dwalen	deception , error , being wrong , wrong , lost , erring	penipuan , kesalahan , salah , salah , hilang , keliru	kapieho		kapiho	k a p i h o	k a p i ç o						
926	500	K	midden , middelmatig	medium , average/mediocre ( ? )	sedang, rata-rata/biasa-biasa saja (?)	kapoe		kapu	k a p u	k a p u						
927	500	K				kapoeho		kapuho	k a p u h o	k a p u h o	èdaboeho	Edabuho	E d a b u h o	230	ɛ d a b u h o	
927	500	K				kapoeho		kapuho	k a p u h o	k a p u h o	èdaboeho	Edabuho	E d a b u h o	231	ɛ d a b u h o	
928	500	K	onbegaanbaar	impassable	tidak bisa dilewati	kapoeka	303	kapuka	k a p u k a	k a p u k a						
929	500	K	instorten van woningen , van rotsen , ineenzakken inz. aan den kant	collapse of dwellings , of rocks , collapse , e.g. , on the side	runtuhnya tempat tinggal, batu, runtuh, misalnya, di samping	kapoeq(oe)a		kapu'(u)a	k a p u ' ( u ) a	k a p u ʔ ( u ) a						
930	500	K	lekslaan van een vaartuig	leakage of a vessel	kebocoran kapal	kapoko		kapoko	k a p o k o	k a p o k o						
